ID,X,Y,AANTAL,HOOFDSOORT,ANT_IDS,TWEEG,DRIEG,VIERG,VIJFG,MOBIELE_COMMUNICATIE,OMROEP,OVERIGMOBIEL,VASTE_VERB,ZENDAMATEURS,GEMEENTE,POSTCODE,WOONPLAATSNAAM,SMALL_CELL_INDICATOR
368,90296,405924,3.0,"5G NR, LTE, UMTS","2869254166, 4038531895, 4400404799",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Moerdijk,4793RB,Fijnaart,
369,149672,405519,3.0,"5G NR, LTE, UMTS","4789910878, 7176472497, 8684517814",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Vught,5261NC,Vught,
370,197705,405718,3.0,"5G NR, LTE, UMTS","4581018747, 4697157074, 2213890114",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Bergen,5851AG,Afferden,
372,167564,405680,3.0,"5G NR, LTE, UMTS","4710583568, 5752473535, 8640305237",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Veghel,5464RA,Veghel,
373,118136,406110,3.0,"5G NR, LTE, UMTS","1909020364, 7579647331, 155671023",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Oosterhout,4901KZ,Oosterhout,
375,85485,408608,1.0,VASTE VERB,1271046410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Moerdijk,4794SL,HEIJNINGEN,
376,111036,406182,2.0,"LTE, UMTS","3550272180, 2141290611",0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Drimmelen,4844CN,Terheijden,
377,147890,406098,3.0,"5G NR, LTE, UMTS","6639005453, 5278427328, 2468380094",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Vught,5262EN,Vught,
378,176880,406162,3.0,"5G NR, LTE, UMTS","1940716355, 3390222882, 3761198599",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Uden,5409AA,Odiliapeel,
379,100974,406435,3.0,"5G NR, LTE, UMTS","5011559312, 1469906853, 5877895608",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Moerdijk,4761CE,Zevenbergen,
380,85650,406665,3.0,"5G NR, LTE, UMTS","7531344381, 1860535386, 8729638714",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Steenbergen,4671RN,Dinteloord,
381,59353,407194,3.0,"5G NR, LTE, UMTS","7465210192, 956155609, 5949451212",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Schouwen-Duiveland,4306NV,Nieuwerkerk,
382,192541,406433,3.0,"5G NR, LTE, UMTS","2554513488, 9113872902, 3557468812",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Boxmeer,5831DA,Boxmeer,
382,192541,406433,3.0,"5G NR, GSM, LTE","6111900794, 2138269043, 6054068965",1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Boxmeer,5831DA,Boxmeer,
383,107239,406544,3.0,"5G NR, LTE, UMTS","6098082858, 4701347772, 6029482080",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Drimmelen,4844PE,Terheijden,
384,73369,445319,1.0,ZENDAMATEURS,115639751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Westland,2671NH,NAALDWIJK,
385,235347,560287,1.0,ZENDAMATEURS,8039088453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Assen,9403JJ,ASSEN,
386,191504,581459,4.0,"VASTE VERB, VASTE VERB, VASTE VERB, VASTE VERB","1659003376, 268832460, 298596835, 194838780",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Tytsjerksteradiel,9254DA,HURDEGARYP,
387,182498,577677,8.0,"VASTE VERB, VASTE VERB, VASTE VERB, VASTE VERB, VASTE VERB, VASTE VERB, VASTE VERB, VASTE VERB","894627895, 1808586864, 279024687, 495671304, 497171476, 7261856709, 1366255158, 2680753001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Leeuwarden,8935DB,LEEUWARDEN,
387,182498,577677,5.0,"VASTE VERB, VASTE VERB, VASTE VERB, VASTE VERB, VASTE VERB","4408211056, 5496610315, 6628664117, 7174029316, 2208829020",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Leeuwarden,8935DB,LEEUWARDEN,
388,198066,585078,2.0,"VASTE VERB, VASTE VERB","285323349, 9807714290",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dantumadiel,9271GC,ZWAAGWESTEINDE,
388,198066,585078,2.0,"VASTE VERB, VASTE VERB","1637208624, 2790396186",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dantumadiel,9271GC,DE WESTEREEN,
390,243923,603852,1.0,VASTE VERB,8502074835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Eemsmond,9982AK,UITHUIZERMEEDEN,
390,243923,603852,5.0,"VASTE VERB, VASTE VERB, VASTE VERB, VASTE VERB, VASTE VERB","382391246, 406416635, 865158834, 1246924744, 9248145423",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Eemsmond,9982AK,UITHUIZERMEEDEN,
391,92401,437631,3.0,"LTE, UMTS, 5G NR","6818694521, 2141776072, 4193658667",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Rotterdam,3012CM,Rotterdam,
393,135830,448761,3.0,"UMTS, 5G NR, LTE","4249700392, 6734530188, 8083486776",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Nieuwegein,3439NA,Nieuwegein,
393,135830,448761,5.0,"VASTE VERB, VASTE VERB, VASTE VERB, VASTE VERB, VASTE VERB","4902036424, 436648337, 8192427520, 7262117972, 1964205612",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nieuwegein,3439NA,NIEUWEGEIN,
394,173536,586859,2.0,"VASTE VERB, VASTE VERB","9756003415, 7079777139",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,het Bildt,9076PT,ST.-ANNAPAROCHIE,
395,91921,437640,3.0,"LTE, UMTS, 5G NR","3978586167, 9595583350, 2453447721",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Rotterdam,3013AJ,Rotterdam,
396,88684,437730,3.0,"LTE, UMTS, 5G NR","4502599300, 1157876102, 3227341410",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Rotterdam,3044AM,Rotterdam,
398,206266,589208,5.0,"VASTE VERB, VASTE VERB, VASTE VERB, VASTE VERB, VASTE VERB","9547719323, 2444831751, 480423073, 3673354102, 4265402864",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Kollumerland c.a.,9291NB,KOLLUM,
400,180411,586154,5.0,"VASTE VERB, VASTE VERB, VASTE VERB, VASTE VERB, VASTE VERB","3812510372, 1755861941, 223427568, 495771026, 9950966802",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Leeuwarderadeel,9051LP,STIENS,
401,196073,582000,1.0,ZENDAMATEURS,242027719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Tytsjerksteradiel,9257VV,NOARDBURGUM,
402,184648,595163,4.0,"VASTE VERB, VASTE VERB, VASTE VERB, VASTE VERB","5039174460, 6324248722, 515007332, 293149422",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ferweradiel,9172NH,FERWERT,
403,76353,437911,3.0,"LTE, UMTS, 5G NR","2096104815, 1654976337, 2817740004",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Maassluis,3144CX,Maassluis,
404,87197,437767,3.0,"LTE, UMTS, 5G NR","4945670277, 997372612, 5150226091",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Schiedam,3119NV,Schiedam,
405,189465,598349,2.0,"VASTE VERB, VASTE VERB","520492882, 590174643",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dongeradeel,9151KE,HOLWERD,
408,166588,583773,1.0,VASTE VERB,747402461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Franekeradeel,8851RH,TZUMMARUM,
409,177488,437362,2.0,"LTE, UMTS","8331988701, 3909384731",0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Overbetuwe,6671HJ,Zetten,
410,83345,437851,3.0,"LTE, UMTS, 5G NR","9519255317, 2035503510, 6195013945",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Vlaardingen,3136LP,Vlaardingen,
411,92322,437736,3.0,"LTE, UMTS, 5G NR","8140228165, 4959963665, 9689882670",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Rotterdam,3013CH,Rotterdam,
412,93160,437740,3.0,"LTE, UMTS, 5G NR","1195212221, 751965926, 6581529812",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Rotterdam,3031EH,Rotterdam,
414,173413,365877,2.0,"VASTE VERB, VASTE VERB","5132845605, 7386948296",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Weert,6002SR,WEERT,
415,94581,437723,3.0,"LTE, UMTS, 5G NR","3933598830, 1361147422, 8924142258",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Rotterdam,3061ED,Rotterdam,
416,95353,437736,3.0,"LTE, UMTS, 5G NR","9157566863, 9870459135, 2959826170",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Rotterdam,3062HN,Rotterdam,
418,137854,383058,2.0,"VASTE VERB, VASTE VERB","9051788841, 8628965236",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Hilvarenbeek,5085NC,ESBEEK,
418,137854,383058,3.0,"VASTE VERB, VASTE VERB, VASTE VERB","7894257645, 5748131790, 1822452470",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Hilvarenbeek,5085NC,ESBEEK,
419,205601,586230,3.0,"GSM, LTE, 5G NR","1061956172, 4052038665, 4826252853",1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Achtkarspelen,9285WN,Buitenpost,
419,205601,586230,1.0,VASTE VERB,3096971297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Achtkarspelen,9285WN,BUITENPOST,
422,165164,579467,2.0,"VASTE VERB, VASTE VERB","1121548210, 9031524546",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Franekeradeel,8808HB,FRANEKER,
424,135486,517450,3.0,"VASTE VERB, VASTE VERB, VASTE VERB","1928516955, 7262422778, 7080855297",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Hoorn,1627LC,HOORN (NH),
425,134563,518443,2.0,"VASTE VERB, VASTE VERB","9544133323, 9380728608",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Hoorn,1628NA,HOORN (NH),
428,132516,458680,6.0,"VASTE VERB, VASTE VERB, VASTE VERB, VASTE VERB, VASTE VERB, VASTE VERB","571776093, 1002340406, 182183715, 1372135002, 1403225915, 4059785388",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Utrecht,3542AK,UTRECHT,
429,126785,451623,1.0,VASTE VERB,592183104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Montfoort,3417GP,MONTFOORT,
430,258690,533425,1.0,ZENDAMATEURS,15098672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Emmen,7824TG,EMMEN,
432,85397,458412,1.0,ZENDAMATEURS,665844463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Wassenaar,2245VR,WASSENAAR,
433,135263,434018,1.0,ZENDAMATEURS,862170786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Leerdam,4141JV,LEERDAM,
434,157238,501327,1.0,ZENDAMATEURS,1536004589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Lelystad,8244BJ,LELYSTAD,
435,149475,600364,1.0,ZENDAMATEURS,1062815484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Terschelling,8894KB,FORMERUM,
436,81611,457372,1.0,ZENDAMATEURS,1225660369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,'s-Gravenhage,2596TH,'S-GRAVENHAGE,
437,104619,400125,1.0,ZENDAMATEURS,1194368844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Etten-Leur,4871KP,ETTEN-LEUR,
438,117020,501557,1.0,ZENDAMATEURS,301211357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Wormerland,1531HV,WORMER,
439,103703,451050,1.0,ZENDAMATEURS,190159982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Waddinxveen,2742LA,WADDINXVEEN,
440,43604,370178,1.0,ZENDAMATEURS,180429492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Terneuzen,4542RZ,HOEK,
441,201603,367377,1.0,ZENDAMATEURS,102318973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Peel en Maas,5995XM,KESSEL LB,
442,189084,509024,1.0,ZENDAMATEURS,1963656631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Kampen,8263AP,KAMPEN,
443,133253,517976,1.0,ZENDAMATEURS,211795287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Hoorn,1624CT,HOORN NH,
445,234152,574582,1.0,ZENDAMATEURS,456008988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Tynaarlo,9765CH,PATERSWOLDE,
446,87211,450863,1.0,ZENDAMATEURS,484935548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Pijnacker-Nootdorp,2631DP,NOOTDORP,
447,132102,501269,1.0,ZENDAMATEURS,643597149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Edam-Volendam,1132AV,VOLENDAM,
448,260340,482991,1.0,ZENDAMATEURS,755135912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Oldenzaal,7577HT,OLDENZAAL,
449,87961,469127,1.0,ZENDAMATEURS,797188548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Katwijk,2225VE,KATWIJK ZH,
451,174184,387821,1.0,ZENDAMATEURS,1188795668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Helmond,5701LZ,HELMOND,
452,127084,506898,1.0,ZENDAMATEURS,1297591660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Zeevang,1477EH,HOBREDE,
453,98548,442334,1.0,ZENDAMATEURS,1297884524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Rotterdam,3069WH,ROTTERDAM,
454,196701,356795,3.0,"5G NR, LTE, UMTS","236531664, 1037883263, 8737921660",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Roermond,6041CJ,Roermond,
455,178249,356829,3.0,"5G NR, LTE, UMTS","2538828638, 39500280, 1948920634",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Weert,6039RA,Stramproy,
457,110373,465932,1.0,ZENDAMATEURS,1497171566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Nieuwkoop,2461ET,TER AAR,
458,190376,506613,1.0,ZENDAMATEURS,1695476269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Kampen,8265ZJ,,
459,104753,500758,1.0,ZENDAMATEURS,1595461275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Beverwijk,1944MD,BEVERWIJK,
460,259861,544597,1.0,ZENDAMATEURS,1104605385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Borger-Odoorn,7876GK,,
461,120053,455593,1.0,ZENDAMATEURS,1684811007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Woerden,3443BR,WOERDEN,
462,239068,461464,1.0,ZENDAMATEURS,1764621144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Berkelland,7161CV,NEEDE,
463,183168,581530,1.0,ZENDAMATEURS,1768469300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Leeuwarden,9083AG,SNAKKERBUREN,
464,143956,488930,1.0,ZENDAMATEURS,1977866005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Almere,1316KS,ALMERE,
465,146942,488949,1.0,ZENDAMATEURS,755673848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Almere,1333XV,ALMERE,
466,117018,501548,1.0,ZENDAMATEURS,1027373033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Wormerland,1531HV,WORMER,
467,253772,567303,1.0,ZENDAMATEURS,1410998437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Veendam,9648AS,WILDERVANK,
468,206699,581703,1.0,ZENDAMATEURS,1516459090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Achtkarspelen,9284SN,AUGUSTINUSGA,
469,117020,501529,1.0,ZENDAMATEURS,1962414966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Wormerland,1531HV,WORMER,
470,203987,504572,1.0,ZENDAMATEURS,367250207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Zwolle,8032BN,ZWOLLE,
471,264655,489277,1.0,ZENDAMATEURS,258577229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Dinkelland,7591DT,DENEKAMP,
472,102569,466750,2.0,"ZENDAMATEURS, ZENDAMATEURS","264063630, 504589286",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Kaag en Brasem,2371AR,ROELOFARENDSVEEN,
473,256435,568159,1.0,ZENDAMATEURS,1520329002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Veendam,9644TS,VEENDAM,
474,175910,363816,1.0,ZENDAMATEURS,475289476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Weert,6002WN,WEERT,
475,185932,356994,3.0,"5G NR, LTE, UMTS","4745235286, 3234806401, 6910895392",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Leudal,6096PA,Kelpen-Oler,
476,254817,570732,1.0,ZENDAMATEURS,1377769510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Veendam,9645EC,VEENDAM,
477,261278,560484,3.0,"VASTE VERB, VASTE VERB, VASTE VERB","1910583139, 109467412, 1733630250",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Stadskanaal,9661TA,STADSKANAAL,
478,199285,357571,3.0,"5G NR, LTE, UMTS","8547077465, 3848926204, 2450793893",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Roermond,6042KJ,Roermond,
479,194099,357619,3.0,"VASTE VERB, VASTE VERB, VASTE VERB","1667710738, 9725174594, 1852187595",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Leudal,6085AD,HORN,
479,194099,357619,3.0,"5G NR, LTE, UMTS","2734477772, 9377521429, 8530260828",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Leudal,6085AD,Horn,
480,197609,357926,3.0,"5G NR, LTE, UMTS","889926655, 4651149798, 4912588532",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Roermond,6041AX,Roermond,
481,191476,358324,3.0,"5G NR, LTE, UMTS","5556927427, 575104513, 1266113014",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Leudal,6085NR,Horn,
482,221374,561528,1.0,ZENDAMATEURS,232845069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Noordenveld,9341TA,VEENHUIZEN,
483,201409,358443,3.0,"5G NR, LTE, UMTS","5006456500, 727179343, 2770212877",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Roermond,6071NA,Swalmen,
484,170172,359468,3.0,"5G NR, LTE, UMTS","3664305901, 1643630500, 6540046400",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Weert,6002SX,Weert,
485,108143,423094,1.0,ZENDAMATEURS,1091679546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Dordrecht,3319EG,DORDRECHT,
486,114295,486004,1.0,ZENDAMATEURS,1297959478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Amsterdam,1069BX,AMSTERDAM,
488,210707,374480,1.0,ZENDAMATEURS,1015108822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Venlo,5915EC,VENLO,
489,96825,446801,1.0,ZENDAMATEURS,1027517309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Lansingerland,2665ET,BLEISWIJK,
490,183088,427194,1.0,ZENDAMATEURS,1333339628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Nijmegen,6546EB,NIJMEGEN,
491,199349,324919,1.0,VASTE VERB,2073589399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Landgraaf,6373AS,LANDGRAAF,
492,210620,579277,1.0,ZENDAMATEURS,919749061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Grootegast,9865TG,OPENDE,
494,107083,447857,2.0,"VASTE VERB, VASTE VERB","4448014068, 4393156413",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Gouda,2801DG,GOUDA,
495,107253,447846,2.0,"VASTE VERB, VASTE VERB","2348777041, 6710654960",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Gouda,2801SB,GOUDA,
496,189456,359813,3.0,"5G NR, LTE, UMTS","3689360455, 2090615904, 9026452440",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Leudal,6095EB,Baexem,
497,191900,359950,3.0,"5G NR, LTE, UMTS","8773710055, 9643538307, 3951112893",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Leudal,6095PE,Baexem,
498,39000,411226,1.0,ZENDAMATEURS,406808524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Schouwen-Duiveland,4328RA,BURGH-HAAMSTEDE,
499,93210,450637,1.0,ZENDAMATEURS,6669740523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Zoetermeer,2718CM,ZOETERMEER,
500,185406,359975,3.0,"5G NR, LTE, UMTS","7091187882, 3024228101, 8440520376",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Leudal,6037SZ,Kelpen-Oler,
501,193851,360034,3.0,"5G NR, LTE, UMTS","1772274024, 6759963648, 3542916217",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Leudal,6081NC,Haelen,
502,150248,411202,1.0,ZENDAMATEURS,1860703307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,'s-Hertogenbosch,5215XA,'S-HERTOGENBOSCH,
503,183582,360602,3.0,"5G NR, LTE, UMTS","7544637476, 7238691953, 716302920",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Leudal,6011RW,Hunsel,
505,223280,508215,1.0,ZENDAMATEURS,1782416633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ommen,7738PE,WITHAREN,
506,46187,361688,3.0,"5G NR, LTE, UMTS","7353161796, 6884522538, 9177776573",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Terneuzen,4554AM,Westdorpe,
507,200390,361031,3.0,"5G NR, LTE, UMTS","7707598485, 5281428333, 1093068543",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Roermond,6071LD,Swalmen,
508,189856,580732,1.0,ZENDAMATEURS,252712745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Tytsjerksteradiel,9255KJ,TYTSJERK,
509,235781,591584,1.0,ZENDAMATEURS,1376707097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bedum,9781EC,BEDUM,
509,235781,591584,1.0,ZENDAMATEURS,1246666699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bedum,9781EC,BEDUM,
510,206544,561029,1.0,ZENDAMATEURS,210048335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Opsterland,8409CK,HEMRIK,
511,68594,371525,1.0,ZENDAMATEURS,1594376354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Hulst,4568PT,NIEUW NAMEN,
512,181277,430309,1.0,ZENDAMATEURS,1795813285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Beuningen,6641DE,,
513,167946,381049,1.0,ZENDAMATEURS,679678756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Geldrop-Mierlo,5665VN,,
514,248530,480651,1.0,ZENDAMATEURS,23006682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Borne,7623DK,,
515,75648,439100,1.0,ZENDAMATEURS,33496220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Maassluis,3145AD,,
516,176732,360908,3.0,"5G NR, LTE, UMTS","7751340177, 2609589045, 8863701426",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Weert,6006TN,Weert,
517,195357,361144,3.0,"5G NR, LTE, UMTS","789669363, 6838416575, 8544018337",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Leudal,6083AB,Nunhem,
518,186743,361622,3.0,"5G NR, LTE, UMTS","6387632498, 1511072450, 6614749145",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Leudal,6095NR,Baexem,
519,229855,580344,1.0,ZENDAMATEURS,1609403830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Groningen,9744KB,GRONINGEN,
520,224923,464283,1.0,ZENDAMATEURS,110212747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Lochem,7242AV,LOCHEM,
521,176315,539061,2.0,"OVERIGMOBIEL, OVERIGMOBIEL","1120979095, 1088253061",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Lemsterland,8531PA,LEMMER,
522,106829,471152,1.0,ZENDAMATEURS,19183368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Kaag en Brasem,2451AB,LEIMUIDEN,
523,173697,580785,1.0,ZENDAMATEURS,87648953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Menaldumadeel,9036KX,MENAAM,
524,53902,362528,3.0,"5G NR, LTE, UMTS","5799880152, 6623574278, 5923771864",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Terneuzen,4576CZ,Koewacht,
525,178224,361700,3.0,"5G NR, LTE, UMTS","1064077394, 6656759259, 5018824263",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Weert,6005KC,Weert,
526,168318,381918,1.0,ZENDAMATEURS,153475210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Geldrop-Mierlo,5666AT,GELDROP,
528,196141,355116,1.0,VASTE VERB,1191146023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Roermond,6041RE,ROERMOND,
